price;old_price;rating;review_count;sales_last_month;discount_rate;clean_title;brand_extracted;category
449.9;485.8617964071857;4.4;47.0;186;7.401651389986474;makyaj cantas sert kapakl kozmetik seyahat organizeri cok amacl siyah;doa kozmetik;Aksesuar
329.0;485.8617964071857;5.0;4.0;247;32.28527074306635;kozmetik tras aleti;doa kozmetik;Other
179.99;485.8617964071857;4.8;22.0;51;62.95448596062161;2 katl makyaj organizeri kozmetik aksesuar duzenleyici kozmetik vitrini duman gri;doa kozmetik;Aksesuar
1897.0;1897.0;4.6;719.0;418;0.0;shany kozmetik seffaf makyaj cantas omuz askl pro mua yuvarlak canta buyuk;doa kozmetik;Other
11055.56;11055.56;4.0;1.0;414;0.0;kadn kozmetik el cantas fermuarl love moschino jc5310pp1ik2200a;doa kozmetik;Other
299.9;485.8617964071857;3.8;120.0;231;38.27462825484984;av a dos erkek siyah vegan deri tras seyahat kozmetik portfoy bakm el canta gunluk;doa kozmetik;Other
309.99;485.8617964071857;3.6;5.0;232;36.19790601107336;eynel seffaf makyaj malzemesi organizer buyuk kristal makyaj masas organizatoru kozmetik duzenleme kutusu guzellik malzemesi duzenleyici cekmeceli model;doa kozmetik;Aksesuar
640.94;640.94;4.6;972.0;431;0.0;the make up manual your beauty guide for brows eyes skin lips and more;doa kozmetik;Makyaj
449.9;485.8617964071857;4.4;47.0;51;7.401651389986474;makyaj cantas sert kapakl kozmetik seyahat organizeri cok amacl mavi;doa kozmetik;Aksesuar
269.99;485.8617964071857;3.2;3.0;388;44.43069984170359;3 katl makyaj organizeri kozmetik aksesuar duzenleyici kozmetik vitrini duman gri;doa kozmetik;Aksesuar
3393.0;3393.0;4.6;32.0;222;0.0;guerlain terracotta matte sculpting powder moyen medium pudra;doa kozmetik;Other
1249.99;1199.0;4.258333333333333;102.3382352941177;433;-4.252710592160134;cotpoly polipropilen kadn makyaj valizi askl kozmetik organizer el valizi sert govdeli seyahat beauty case genis hacimli makyaj cantas siyah;doa kozmetik;Aksesuar
1399.99;1399.99;5.0;3.0;494;0.0;erkek kozmetik makyaj tras cantas erkek el cantas kahverengi;doa kozmetik;Other
1399.0;1399.0;4.258333333333333;102.3382352941177;319;0.0;cotpoly polipropilen kadn makyaj valizi askl kozmetik organizer el valizi sert govdeli seyahat beauty case genis hacimli makyaj cantas su yesili;doa kozmetik;Aksesuar
450.0;485.8617964071857;4.6;6.0;346;7.381069405409894;ecoform su gecirmez organizer askl seyahat kozmetik makyaj cantas mint;doa kozmetik;Aksesuar
999.9;999.9;4.6;19.0;288;0.0;makyaj seyahat cantas bavul duzenleyici makyaj bavulu canta kozmetik bakm cantas mavi;doa kozmetik;Other
220.0;485.8617964071857;4.258333333333333;102.3382352941177;51;54.71963393153373;seyahat kiti 6 l doldurulabilir sise seti kozmetik kutu;doa kozmetik;Aksesuar
174.99;485.8617964071857;4.258333333333333;102.3382352941177;180;63.98358518945039;hava pompal doldurulabilir vakumlu krem fondoten sv kozmetik urun sisesi;doa kozmetik;Other
159.99;485.8617964071857;5.0;1.0;232;67.07088287593673;deri makyaj kozmetik cantas seyahat tipi canta organizer gri;doa kozmetik;Aksesuar
28.23;1354.9;4.4;3.0;153;97.9164513986272;afracam mini seffaf cam kavanoz 10 ml hacimli szdrmaz aynal kapakl krem ve kozmetik saklama kutusu lip balm 48 adet;doa kozmetik;Other
179.99;485.8617964071857;5.0;3.0;274;62.95448596062161;2 katl makyaj organizeri kozmetik aksesuar duzenleyici kozmetik vitrini yuvarlak zumrut yesil;doa kozmetik;Aksesuar
420.0;485.8617964071857;4.2;5.0;201;13.55566477838257;ecoform su gecirmez organizer askl seyahat kozmetik makyaj cantas somon;doa kozmetik;Aksesuar
249.99;485.8617964071857;5.0;3.0;326;48.54709675701871;7 bolmeli kapakl makyaj organizeri frca duzenleyici toz gecirmez seffaf kapakl kozmetik kutusu masaustu organizer vizon;doa kozmetik;Aksesuar
1199.5;1199.5;4.258333333333333;102.3382352941177;84;0.0;united colors of benetton unisex yetiskin kozmetik cantas siyah seyahat cantas 9 inc;doa kozmetik;Other
1199.5;1199.5;4.258333333333333;102.3382352941177;466;0.0;united colors of benetton unisex yetiskin kozmetik cantas mor seyahat cantas 9 inc;doa kozmetik;Other
420.0;485.8617964071857;4.258333333333333;102.3382352941177;387;13.55566477838257;ecoform su gecirmez organizer askl seyahat kozmetik makyaj cantas bordo cicekli;doa kozmetik;Aksesuar
1249.9;1249.9;4.0;1.0;304;0.0;mypolo bilbao krlmaz pp sifreli makyaj cantas valiz ustu omuz askl kozmetik ve seyahat el valizi rose;doa kozmetik;Other
400.0;485.8617964071857;5.0;2.0;126;17.67206169369768;ecoform su gecirmez organizer askl seyahat kozmetik makyaj cantas bordo duz;doa kozmetik;Aksesuar
138.96;485.8617964071857;3.9;79.0;53;71.39927423239057;nascita kas makas;doa kozmetik;Other
168.0;168.0;4.0;2.0;321;0.0;nascita toz sv yapl urunlere uygun renkli dikdortgen makyaj sungeri;doa kozmetik;Other
449.9;485.8617964071857;4.4;47.0;495;7.401651389986474;makyaj cantas sert kapakl kozmetik seyahat organizeri pembe;doa kozmetik;Aksesuar
99.99;485.8617964071857;5.0;3.0;72;79.42007362188208;makyaj organizeri kozmetik aksesuar duzenleyici kozmetik vitrini duman gri;doa kozmetik;Aksesuar
249.9;485.8617964071857;5.0;37.0;337;48.56562054313763;makyaj cantas makeup bag kapitone bakm seyahat kozmetik cantas beyaz pembe;doa kozmetik;Other
159.99;485.8617964071857;5.0;1.0;259;67.07088287593673;deri makyaj kozmetik cantas seyahat tipi canta organizer seftali;doa kozmetik;Aksesuar
399.0;485.8617964071857;5.0;5.0;81;17.87788153946344;homeniva buyuk boy cekmeceli kozmetik makyaj malzemeleri organizeri;doa kozmetik;Aksesuar
99.99;485.8617964071857;4.258333333333333;102.3382352941177;178;79.42007362188208;makyaj organizeri kozmetik aksesuar duzenleyici kozmetik vitrini yuvarlak zumrut yesil;doa kozmetik;Aksesuar
313.17;485.8617964071857;4.258333333333333;102.3382352941177;383;35.54339890153825;el tutmal buyuk boy mavi seffaf tatil plaj kozmetik makyaj ve bakm cantas;doa kozmetik;Other
350.0;485.8617964071857;1.0;1.0;421;27.96305398198547;ecoform su gecirmez organizer seyahat kozmetik makyaj cantas lacivert;doa kozmetik;Aksesuar
269.99;485.8617964071857;4.0;1.0;298;44.43069984170359;3 katl makyaj organizeri kozmetik aksesuar duzenleyici kozmetik vitrini yuvarlak duman gri;doa kozmetik;Aksesuar
425.0;485.8617964071857;4.0;2.0;393;12.52656554955379;seffaf cift bolmeli seyahat kozmetik makyaj cantas 30 22 16 cm ebatlarinda;doa kozmetik;Other
299.9;485.8617964071857;3.8;8.0;361;38.27462825484984;makyaj cantas kozmetik duzenleyici seyahat tipi deri gorunumlu seffaf organizer 24 18 11 cm eflatun;doa kozmetik;Aksesuar
350.0;485.8617964071857;4.258333333333333;102.3382352941177;209;27.96305398198547;ecoform su gecirmez organizer seyahat kozmetik makyaj cantas gri;doa kozmetik;Aksesuar
420.0;485.8617964071857;5.0;2.0;298;13.55566477838257;ecoform su gecirmez organizer askl seyahat kozmetik makyaj cantas kahverengi;doa kozmetik;Aksesuar
249.9;485.8617964071857;5.0;37.0;178;48.56562054313763;makyaj cantas makeup bag kapitone bakm seyahat kozmetik cantas yesil;doa kozmetik;Other
34.98;209.9;4.4;3.0;396;83.33492139113864;afracam mini amber cam kavanoz 10 ml hacimli szdrmaz kapakl krem ve kozmetik saklama kutusu lip balm 6 adet;doa kozmetik;Other
340.0;485.8617964071857;2.0;3.0;259;30.02125243964303;ecoform su gecirmez organizer seyahat kozmetik makyaj cantas pembe kiraz desenli;doa kozmetik;Aksesuar
340.0;485.8617964071857;4.258333333333333;102.3382352941177;162;30.02125243964303;ecoform su gecirmez organizer seyahat kozmetik makyaj cantas somon;doa kozmetik;Aksesuar
185.0;485.8617964071857;4.258333333333333;102.3382352941177;250;61.92332853333517;cantal seyahat seti renkli seffaf doldurulabilir sise ve krem kab ucak ve el bagaj uyumlu;doa kozmetik;Aksesuar
54.98;329.9;4.8;5.0;155;83.33434374052743;afracam 50 ml cam kozmetik kavanoz seffaf 50 cc yass krem kavanozu metal gumus kapakl 6 adet;doa kozmetik;Other
400.0;485.8617964071857;4.5;2.0;415;17.67206169369768;ecoform su gecirmez organizer askl seyahat kozmetik makyaj cantas turuncu;doa kozmetik;Aksesuar
1499.0;1499.0;4.258333333333333;102.3382352941177;434;0.0;su gecirmez makyaj cantas sert kasa kilitli kozmetik valizi darbeye dayankl seyahat cantas organizer 30x23x16 cm ay desenli ekru;doa kozmetik;Aksesuar
504.9;504.9;4.258333333333333;102.3382352941177;381;0.0;streak seyahat makyaj kozmetik cantas tasnabilir canta organizatoru cok fonksiyonlu pembe;doa kozmetik;Other
549.0;549.0;4.258333333333333;102.3382352941177;241;0.0;seyahat el cantas siyah tras kozmetik canta;doa kozmetik;Other
450.0;485.8617964071857;4.1;5.0;62;7.381069405409894;ecoform su gecirmez organizer askl seyahat kozmetik makyaj cantas gri;doa kozmetik;Aksesuar
399.9;485.8617964071857;3.0;3.0;79;17.69264367827427;wiforte seffaf makyaj cantas makyaj malzemesi duzenleyici sutyen ve ic camasr organizeri kozmetik malzemesi saklama cantas yesil;doa kozmetik;Aksesuar
590.0;590.0;3.9;6.0;456;0.0;boldy erkek kozmetik cantas tras cantas seyahat cantas makyaj cantas tras el cantas handbag;doa kozmetik;Other
399.0;485.8617964071857;4.258333333333333;102.3382352941177;203;17.87788153946344;deri erkek bakm cantas seyahat organizeri tras cantas kisisel bakm ve kozmetik duzenleyici fermuarl genis hacimli dopp kit siyah;doa kozmetik;Aksesuar
199.0;485.8617964071857;3.3;3.0;338;59.0418506926146;arnee beyaz yumusak koyun tuyu pelus makyaj cantas kucuk kozmetik cantas kahverengi;doa kozmetik;Other
399.0;485.8617964071857;4.258333333333333;102.3382352941177;387;17.87788153946344;deri erkek bakm cantas seyahat organizeri tras cantas kisisel bakm ve kozmetik duzenleyici fermuarl genis hacimli dopp kit kahverengi;doa kozmetik;Aksesuar
690.0;690.0;4.258333333333333;102.3382352941177;403;0.0;boldy erkek kozmetik cantas tras cantas seyahat cantas makyaj cantas tras cantas el cantas handbag;doa kozmetik;Other
299.9;485.8617964071857;5.0;2.0;161;38.27462825484984;meapuff 50 li set 20x30 cm su gecirmez kozmetik ve plaj cantas;doa kozmetik;Aksesuar
75.25;301.0;1.0;1.0;382;75.0;4 parca seffaf banyo ve makyaj cantas seti antrasit gri banyo lifi orgulu srt kesesi ve el havlusu su gecirmez unisex seyahat organizeri washbag;doa kozmetik;Aksesuar
999.9;999.9;4.258333333333333;102.3382352941177;262;0.0;erkek hakiki deri portfoy clutch tras bakm kozmetik cantas ve gunluk el cantas dopp kit kahverengi;doa kozmetik;Aksesuar
185.9;485.8617964071857;4.4;4.0;321;61.73809067214601;potikareli keten ykanabilir ctct detayl kadnlar icin ped cantas mini kozmetik makyaj cantas ped kesesi cuzdan kartlk yesil;doa kozmetik;Other
298.9;485.8617964071857;4.258333333333333;102.3382352941177;252;38.4804481006156;4 adet ic ice gecen fermuarl tak makyaj cantas seti organize canta kucuk ozel kisisel esya 4 lu canta seti;doa kozmetik;Aksesuar
1249.9;1249.9;4.0;1.0;162;0.0;mypolo bilbao krlmaz pp sifreli makyaj cantas valiz ustu omuz askl kozmetik ve seyahat el valizi kemik;doa kozmetik;Other
472.39;485.8617964071857;4.4;34.0;350;2.772763058714625;ata home makyaj tak ve bakm urunleri organizeri raf stand buyuk boy makyaj organizeri iki katl cok amacl duzenleyici saklama seti;doa kozmetik;Aksesuar
348.0;485.8617964071857;5.0;2.0;427;28.37469367351699;pastel nude ruj nude ruj 528 4 3 g;doa kozmetik;Makyaj
3336.4;1334.56;4.4;8.0;600;-150.0;vichy dercos energisant dokulme karst bakm sampuan;Pastel;Other
918.0;459.0;3.6;8.0;350;-100.0;sac dokulmesine kars gelistirilmis patentli icerige sahip serum procapil biotin apigenin erkek ve kadnlar icin yeni sac olusumunu destekler 50 ml;dercos;Cilt Bakımı
96.47;96.47;4.2;4.0;162;0.0;golden rose ice color nail lacquer no 228 parlak bitisli mini oje 6 ml;Golden Rose;Other
4184.9;1255.47;4.1;58.0;166;-233.3333333333333;flormar hero volume curl ince ve seyrek kirpikler icin hacim ve kvrm veren kl frcal maskara no 000 8682536022804 3 paketi;Flormar;Makyaj
79.99;79.99;4.2;3.0;352;0.0;pierre cardin color travel nails 105 150 gr;Flormar;Other
590.0;590.0;4.258333333333333;102.3382352941177;137;0.0;aputue makyaj frcas seti 8 parca seyahat kozmetik frca seti pu cantal mini boy tasnabilir yumusak fondoten allk goz far yuz ve dudak frcalar kzlar ve kadnlar icin fildisi rengi;pierre cardin;Aksesuar
875.0;350.0;4.1;234.0;438;-150.0;urban care hacimlendirici kuru sampuan it s so high 200 ml vegan 2 paketi;URBAN Care;Other
168.39;168.39;4.258333333333333;102.3382352941177;268;0.0;golden rose keratin nail color glitter no 409 keratin icerikli guclendirici parlak oje;Golden Rose;Other
1039.9;519.95;5.0;2.0;468;-100.0;diarossa w033 narcisim for her dan esinlenilmis koku ikizi 50ml edp kadn parfumu;Golden Rose;Parfüm
99.0;99.0;4.4;3.0;228;0.0;golden rose color expert nail lacquer no 77 genis frcal oje 10 2 ml;Golden Rose;Other
710.88;1066.32;4.4;35.0;66;33.33333333333333;urban care expert no 6 biotin caffeine dokulme karst sac bakm serumu 50 mililitre vegan 3 paketi;URBAN Care;Cilt Bakımı
33.0;33.0;1.0;1.0;442;0.0;golden rose wow nail color no 91 parlak bitisli mini oje 6 ml;Golden Rose;Other
4066.67;610.0;3.6;3.0;476;-566.6672131147541;minevital cherry nefes alan oje breathable water permeable 15 ml 04;Golden Rose;Other
99.0;99.0;5.0;1.0;218;0.0;golden rose color expert nail lacquer no 13 genis frcal oje 10 2 ml;Golden Rose;Other
611.16;611.16;4.258333333333333;102.3382352941177;381;0.0;cok bolmeli tasarml asl tuvalet cantas kuru ve islak ayrma icin su gecirmez seyahat kozmetik duzenleyici kancal katlanabilir banyo saklama kutusu koyu mavi;doa kozmetik;Other
447.34;858.9;4.5;36.0;207;47.9171032716265;garnier hydra bomb kagt maske 6 paketi;Garnier;Cilt Bakımı
1019.1;1019.1;4.7;28.0;360;0.0;nascita magical curl sac frcas 53 3 paketi;doa kozmetik;Other
1128.93;903.14;4.2;43.0;492;-25.00055362402286;the purest solutions exfoliating salicylic acid cleanser temizleyici 400 ml 2li paket;The Purest;Cilt Bakımı
850.0;850.0;4.3;119.0;350;0.0;l oreal paris true match pudra 6 5 d 6 5 w golden toffee;The Purest;Other
499.9;499.9;4.5;3.0;67;0.0;golden rose soft color matte mono eyeshadow no 11 1 paket;Golden Rose;Makyaj
139.95;139.95;2.9;2.0;455;0.0;nascita pro faux takma kirpik;Golden Rose;Other
103.03;103.03;5.0;1.0;312;0.0;golden rose wow nail color no 98 parlak bitisli mini oje 6 ml;Golden Rose;Other
544.0;816.0;4.4;225.0;309;33.33333333333333;l oreal paris yas uzman 40 krsklk karst sklastrc krem 3 paketi;Golden Rose;Other
1065.3;1065.3;4.5;82.0;383;0.0;nascita magical curl sac frcas 54 3 paketi;doa kozmetik;Other
287.35;287.35;3.7;3.0;122;0.0;clasycare onarc gozenek sklastrc yuz temizleme jeli hassas ve karma ciltler icin nazik nemlendirici yuz temizleyici gunluk yuz ykama ve makyaj temizleyici 200 ml;CLASYCARE;Other
7475.0;299.0;4.1;31.0;382;-2400.0;mood booster hafif yapl kremsi dokulu likit aydnlatc;doa kozmetik;Aksesuar
960.96;960.96;3.5;12.0;403;0.0;nascita magical curl pembe sac frcas 58 3 paketi;doa kozmetik;Other
1438.8;719.4;5.0;2.0;228;-100.0;illusione ambre edp kadn parfum 50ml amber paculi gul bergamot sedir karanfil vetiver;doa kozmetik;Parfüm
664.75;265.9;3.6;4.0;427;-150.0;mecitefendi zeytin sampuan 400 ml;doa kozmetik;Other
503.96;1007.92;4.1;288.0;443;50.0;maybelline new york super stay teddy tint uzun sure kalc likit mat tint 25 baby tee 2 paketi;Maybelline;Aksesuar
656.02;1312.04;4.3;1.0;91;50.0;maybelline new york the colossal big shot daring black maskara ekstra siyah 2 paketi;Maybelline;Makyaj
1499.5;899.7;4.6;15.0;404;-66.66666666666666;the purest solutions hassas ciltler icin arndrc ve aydnlatc pha pembe tonik 3 paketi;The Purest;Cilt Bakımı
569.95;1139.9;4.4;236.0;169;50.0;l oreal paris glow paradise balm in lipstick islt veren ruj 191 nude heaven 2 paketi;The Purest;Makyaj
899.0;899.0;4.4;954.0;175;0.0;maybelline new york super stay matte ink likit mat ruj 15 lover pembe;Maybelline;Makyaj
2450.0;735.0;4.6;295.0;95;-233.3333333333333;nivea yaslanma karst yuz kremi 100 ml 24 saat nemlendirici yuz kremi uv korumas 3 paketi;Nivea;Other
1995.0;199.5;4.258333333333333;102.3382352941177;159;-900.0;illusione ambre edp kadn seyahat boy parfum 10ml amber paculi gul bergamot sedir karanfil vetiver;doa kozmetik;Parfüm
451.14;902.28;4.5;5.0;306;50.0;maybelline new york lifter gloss nemlendirici dudak parlatcs 004 silk 2 paketi;Maybelline;Makyaj
949.9;949.9;4.258333333333333;102.3382352941177;419;0.0;luks hakiki deri makyaj cantas genis ic hacimli fonksiyonel kozmetik duzenleyici ve seyahat cantas sk el yapm organizer;doa kozmetik;Aksesuar
176.9;176.9;3.8;19.0;193;0.0;golden rose matte lipstick crayon no 15 besleyici nemlendirici mat kalem ruj;Golden Rose;Makyaj
243.0;243.0;4.4;903.0;473;0.0;golden rose longstay liquid matte lipstick no 05 bulasmayan kalc likit mat ruj;Golden Rose;Makyaj
499.99;499.99;4.258333333333333;102.3382352941177;179;0.0;turuncu cicek desenli makyaj cantas mavi zemin uzerine kozmetik organizator fermuarl seyahat cantas mor;doa kozmetik;Other
239.9;239.9;4.4;44.0;427;0.0;note cosmetics drop highlighter 01 pearl rose isltl likit aydnlatc;Note Cosmetics;Aksesuar
144.9;144.9;4.2;128.0;297;0.0;golden rose matte lipstick crayon no 20 besleyici nemlendirici mat kalem ruj;Golden Rose;Makyaj
39999.0;399.99;4.258333333333333;102.3382352941177;404;-9900.0;angel edt 100 ml kadn parfum;doa kozmetik;Parfüm
39999.0;399.99;4.258333333333333;102.3382352941177;321;-9900.0;noire edt 100 ml kadn spray parfum;doa kozmetik;Parfüm
39999.0;399.99;4.258333333333333;102.3382352941177;492;-9900.0;love edt 100 ml kadn parfum;doa kozmetik;Parfüm
67.73;270.9;4.258333333333333;102.3382352941177;256;74.99815430047987;4 parca seffaf makyaj ve banyo cantas seti mavi banyo lifi srt kesesi ve mikrofiber el havlusu su gecirmez seyahat tipi kozmetik organizeri;doa kozmetik;Aksesuar
225.0;485.8617964071857;4.5;6.0;230;53.69053470270495;vaseline lip therapy rose dudak bakm kremi 20 g;vaseline;Other
1195.0;239.0;4.6;2.0;475;-400.0;vaseline lip balm therapy jel aloe vera 20gr;vaseline;Other
228.0;485.8617964071857;4.7;7.0;275;53.07307516540768;vaseline lip therapy dudak koruyucu cocoa 20 gr;vaseline;Other
