asin,title,price,old_price,rating,review_count,sales_last_month,link
B0FX531WBG,Peluş Yumuşacık Makyaj Çantası - Kozmetik Organizeri (Krem),119.99,,3.8,15.0,,None
B0FJRYQGB8,Seyahat Tipi Bölmeli Makyaj Kozmetik Çantası Organizer (Mor),329.99,,4.0,13.0,,None
B0BJQGJD1Q,NIVEA Güneş Koruyucu & Nemlendirici Sprey GKF50 200 ml + NIVEA Soft 75 ml el kremi,789.9,789.9,5.0,2.0,,None
B0DKG1YVCP,"Bioworld Tuvalet Kozmetik Seti, Hello Kitty Face AOP Kırmızı, OSFA",4478.25,,4.9,42.0,,None
B0GQ36CL4B,"Lux Kozmetik Makyaj Çubuğu, Pamuklu Kozmetik Temizleme Çubukları, 80 Adet",159.0,159.0,5.0,1.0,,None
B0CVSCL9CR,wellLineSeyahat Kiti-4'lü Doldurulabilir Şişe Seti + Kozmetik Kutu,159.0,,4.4,2.0,,None
B0GQ4D5CB3,Lüks Lacivert Kot Makyaj ve Kozmetik Seyahat Çantası,179.99,,5.0,1.0,,None
B0GYJNPBSZ,"Seyahat Şişesi Seti 6 Parça(5 Dolum Kabı + 1 Taşıma Çantası) – Uçak Kabin Uyumlu Dolum Şişeleri, Şampuan, Krem ve Kozmetik Taşıma Seti, Sızdırmaz Kapaklı, Şeffaf Çantalı (Krem Renk)",38.32,229.9,,,,None
B0DJKBGWJJ,Makyaj Çantası Sert Kapaklı Kozmetik Seyahat Organizeri Çok Amaçlı Siyah,449.9,,4.4,47.0,,None
B073X22NYZ,Kozmetik Traş Aleti,329.0,,5.0,4.0,,None
B0F6NQ3SNQ,2 Katlı Makyaj Organizeri Kozmetik Aksesuar Düzenleyici Kozmetik Vitrini (Duman Gri),179.99,,4.8,22.0,,None
B00CN4L5DM,"SHANY Kozmetik Şeffaf Makyaj Çantası, Omuz Askılı Pro Mua Yuvarlak Çanta, Büyük",1897.0,,4.6,719.0,,None
B0CQCRCYPJ,Kadın Kozmetik El Çantası Fermuarlı Love Moschino JC5310PP1IK2200A,11055.56,,4.0,1.0,,None
B09Y8Y1NDT,Av A Dos Erkek Siyah Vegan Deri Tıraş Seyahat Kozmetik Portföy Bakım El Çanta Günlük,299.9,,3.8,120.0,,None
B0BR5SSPN4,Eynel Şeffaf Makyaj Malzemesi Organizer Büyük Kristal Makyaj Masası Organizatörü Kozmetik Düzenleme Kutusu Güzellik Malzemesi Düzenleyici (Çekmeceli Model),309.99,,3.6,5.0,,None
1788791614,"The Make-up Manual: Your Beauty Guide for Brows, Eyes, Skin, Lips and More",640.94,,4.6,972.0,,None
B0DJKBB11S,Makyaj Çantası Sert Kapaklı Kozmetik Seyahat Organizeri Çok Amaçlı Mavi,449.9,,4.4,47.0,,None
B0F6NQQTTV,3 Katlı Makyaj Organizeri Kozmetik Aksesuar Düzenleyici Kozmetik Vitrini (Duman Gri),269.99,,3.2,3.0,,None
B085B24S2J,Guerlain Terracotta Matte Sculpting Powder Moyen Medium Pudra,3393.0,3393.0,4.6,32.0,,None
B0GWD6KLWL,"COTPOLY Polipropilen Kadın Makyaj Valizi, Askılı Kozmetik Organizer El Valizi, Sert Gövdeli Seyahat Beauty Case, Geniş Hacimli Makyaj Çantası (Siyah)",1249.99,1199.0,,,,None
B0F99XVX64,Erkek Kozmetik Makyaj Tıraş Çantası Erkek El Çantası (Kahverengi),1399.99,,5.0,3.0,,None
B0GWD2N5WK,"COTPOLY Polipropilen Kadın Makyaj Valizi, Askılı Kozmetik Organizer El Valizi, Sert Gövdeli Seyahat Beauty Case, Geniş Hacimli Makyaj Çantası (Su Yeşili)",1399.0,,,,,None
B0C8GHV289,Ecoform Su Geçirmez Organizer Askılı Seyahat Kozmetik Makyaj Çantası Mint,450.0,,4.6,6.0,,None
B0C7YNDL3G,Makyaj Seyahat Çantası Bavul Düzenleyici Makyaj Bavulu Çanta Kozmetik Bakım Çantası (MAVİ),999.9,,4.6,19.0,,None
B0H1CTPB4K,Seyahat Kiti-6'lı Doldurulabilir Şişe Seti Kozmetik Kutu,220.0,,,,,None
B0G3QQ2GVB,"Hava Pompalı Doldurulabilir Vakumlu Krem,Fondoten Sıvı Kozmetik Ürün Şişesi",174.99,,,,,None
B0GQ41WK5K,Deri Makyaj Kozmetik Çantası Seyahat Tipi Çanta Organizer (Gri),159.99,,5.0,1.0,,None
B0F7LX7PWG,"Afracam Mini Şeffaf Cam Kavanoz, 10 ml Hacimli, Sızdırmaz Aynalı Kapaklı, Krem ve Kozmetik Saklama Kutusu, Lip Balm 48 Adet",28.23,1354.9,4.4,3.0,,None
B0F6DCPSZG,2 Katlı Makyaj Organizeri Kozmetik Aksesuar Düzenleyici Kozmetik Vitrini Yuvarlak (Zümrüt Yeşil),179.99,,5.0,3.0,,None
B0C8GHSK9K,Ecoform Su Geçirmez Organizer Askılı Seyahat Kozmetik Makyaj Çantası Somon,420.0,,4.2,5.0,,None
B0GT12KKC9,"7 Bölmeli Kapaklı Makyaj Organizeri, Fırça Düzenleyici, Toz Geçirmez Şeffaf Kapaklı Kozmetik Kutusu, Masaüstü Organizer (Vizon)",249.99,,5.0,3.0,,None
B0FX4K547K,"United Colors of Benetton Unisex Yetişkin Kozmetik Çantası, Siyah, Seyahat Çantası 9 İnç",1199.5,,,,,None
B0FX4N9G92,"United Colors of Benetton Unisex Yetişkin Kozmetik Çantası, Mor, Seyahat Çantası 9 İnç",1199.5,,,,,None
B0C8GK6SBM,Ecoform Su Geçirmez Organizer Askılı Seyahat Kozmetik Makyaj Çantası Bordo Çiçekli,420.0,,,,,None
B0GX7576D5,"MYPOLO Bilbao Kırılmaz PP Şifreli Makyaj Çantası, Valiz Üstü, Omuz Askılı, Kozmetik ve Seyahat El Valizi (Rose)",1249.9,,4.0,1.0,,None
B0FP6T37FX,Ecoform Su Geçirmez Organizer Askılı Seyahat Kozmetik Makyaj Çantası Bordo Düz,400.0,,5.0,2.0,,None
B07Q1P97CS,Nascita Kas Makası,138.96,,3.9,79.0,,None
B07L7RQCGG,Nascita Toz & Sıvı Yapılı Ürünlere Uygun Renkli Dikdörtgen Makyaj Süngeri,168.0,168.0,4.0,2.0,,None
B0DJK9SR8X,Makyaj Çantası Sert Kapaklı Kozmetik Seyahat Organizeri Pembe,449.9,,4.4,47.0,,None
B0F6DG3HTX,Makyaj Organizeri Kozmetik Aksesuar Düzenleyici Kozmetik Vitrini (Duman Gri),99.99,,5.0,3.0,,None
B0DPQ869NQ,Makyaj Çantası | Makeup Bag | Kapitone Bakım Seyahat Kozmetik Çantası (Beyaz-Pembe),249.9,,5.0,37.0,,None
B0GQ412TTK,Deri Makyaj Kozmetik Çantası Seyahat Tipi Çanta Organizer (Şeftali),159.99,,5.0,1.0,,None
B09BFYJYN6,HOMENIVA Büyük Boy Çekmeceli Kozmetik Makyaj Malzemeleri Organizeri,399.0,,5.0,5.0,,None
B0F6D9ZP78,Makyaj Organizeri Kozmetik Aksesuar Düzenleyici Kozmetik Vitrini Yuvarlak (Zümrüt Yeşil),99.99,,,,,None
B0DHPXZLL1,El Tutmalı Büyük Boy Mavi Şeffaf Tatil Plaj Kozmetik Makyaj ve Bakım Çantası,313.17,,,,,None
B0FP7XR458,Ecoform Su Geçirmez Organizer Seyahat Kozmetik Makyaj Çantası Lacivert,350.0,,1.0,1.0,,None
B0F67J9GT8,3 Katlı Makyaj Organizeri Kozmetik Aksesuar Düzenleyici Kozmetik Vitrini Yuvarlak (Duman Gri),269.99,,4.0,1.0,,None
B0FP75CY8P,Şeffaf Çift Bölmeli Seyahat Kozmetik Makyaj Çantası (30 * 22 * 16 CM EBATLARINDA),425.0,,4.0,2.0,,None
B0CYC7G64Z,Makyaj Çantası Kozmetik Düzenleyici Seyahat Tipi Deri Görünümlü Şeffaf Organizer (24 * 18 * 11 cm) (eflatun),299.9,,3.8,8.0,,None
B0FP7KMCRG,Ecoform Su Geçirmez Organizer Seyahat Kozmetik Makyaj Çantası Gri,350.0,,,,,None
B0C8GJRMPQ,Ecoform Su Geçirmez Organizer Askılı Seyahat Kozmetik Makyaj Çantası Kahverengi,420.0,,5.0,2.0,,None
B0DPQ8MZM3,Makyaj Çantası | Makeup Bag | Kapitone Bakım Seyahat Kozmetik Çantası (Yeşil),249.9,,5.0,37.0,,None
B0F7LVKPGD,"Afracam Mini Amber Cam Kavanoz, 10 ml Hacimli, Sızdırmaz Kapaklı, Krem ve Kozmetik Saklama Kutusu, Lip Balm 6 Adet",34.98,209.9,4.4,3.0,,None
B0FP7CL64D,Ecoform Su Geçirmez Organizer Seyahat Kozmetik Makyaj Çantası Pembe Kiraz Desenli,340.0,,2.0,3.0,,None
B0FP799LT3,Ecoform Su Geçirmez Organizer Seyahat Kozmetik Makyaj Çantası Somon,340.0,,,,,None
B0GMC6D4DP,Çantalı Seyahat Seti – Renkli Şeffaf Doldurulabilir Şişe ve Krem Kabı – Uçak ve El Bagajı Uyumlu,185.0,,,,,None
B0GMJMRKTQ,Afracam 50 ml Cam Kozmetik Kavanoz Şeffaf 50 cc Yassı Krem Kavanozu Metal Gümüş Kapaklı 6 Adet,54.98,329.9,4.8,5.0,,None
B0C8GKNWQW,Ecoform Su Geçirmez Organizer Askılı Seyahat Kozmetik Makyaj Çantası Turuncu,400.0,,4.5,2.0,,None
B0GRBC9PYW,Su Geçirmez Makyaj Çantası Sert Kasa Kilitli Kozmetik Valizi Darbeye Dayanıklı Seyahat Çantası Organizer 30x23x16 cm Ayı Desenli Ekru,1499.0,,,,,None
B0DGB7XSMR,Streak Seyahat Makyaj Kozmetik Çantası Taşınabilir Çanta Organizatörü Çok Fonksiyonlu PEMBE,504.9,,,,,None
B0GPXGTWX3,Seyahat El Çantası Siyah Traş Kozmetik Çanta,549.0,,,,,None
B0C8GJWZL2,Ecoform Su Geçirmez Organizer Askılı Seyahat Kozmetik Makyaj Çantası Gri,450.0,,4.1,5.0,,None
B0F27CCVK3,"Wiforte Şeffaf Makyaj Çantası - Makyaj Malzemesi Düzenleyici, Sütyen ve İç Çamaşır Organizeri, Kozmetik Malzemesi Saklama Çantası (Yeşil)",399.9,,3.0,3.0,,None
B08WC5JR1Y,Boldy Erkek Kozmetik Çantası-Tıraş Çantası-Seyahat Çantası-Makyaj Çantası-Traş-El Çantası-Handbag,590.0,,3.9,6.0,,None
B0GK2QYYCX,"Deri Erkek Bakım Çantası Seyahat Organizeri – Tıraş Çantası, Kişisel Bakım ve Kozmetik Düzenleyici, Fermuarlı Geniş Hacimli Dopp Kit Siyah",399.0,,,,,None
B0DKTW7D7N,Arnee Beyaz Yumuşak Koyun Tüyü Peluş Makyaj Çantası Küçük Kozmetik Çantası (Kahverengi),199.0,,3.3,3.0,,None
B0GK2LZMMV,"Deri Erkek Bakım Çantası Seyahat Organizeri – Tıraş Çantası, Kişisel Bakım ve Kozmetik Düzenleyici, Fermuarlı Geniş Hacimli Dopp Kit Kahverengi",399.0,,,,,None
B08VGWFCBC,Boldy Erkek Kozmetik Çantası-Tıraş Çantası-Seyahat Çantası-Makyaj Çantası-Traş Çantası-El Çantası-Handbag,690.0,,,,,None
B0FVLT7BM1,"Meapuff, 50'li Set 20x30 cm Su Geçirmez Kozmetik ve Plaj Çantası",299.9,,5.0,2.0,,None
B0GXQRHRQV,"4 Parça Şeffaf Banyo ve Makyaj Çantası Seti - Antrasit Gri Banyo Lifi, Örgülü Sırt Kesesi ve El Havlusu - Su Geçirmez Unisex Seyahat Organizeri (Washbag)",75.25,301.0,1.0,1.0,,None
B0G2CRKZBY,Erkek Hakiki Deri Portföy Clutch Traş Bakım Kozmetik Çantası ve Günlük El Çantası Dopp Kit Kahverengi,999.9,,,,,None
B0DZ8QRD1D,"Pötikareli Keten Yıkanabilir Çıtçıt Detaylı Kadınlar için Ped Çantası,Mini Kozmetik Makyaj Çantası,Ped Kesesi,Cüzdan,Kartlık (yeşil)",185.9,,4.4,4.0,,None
B0GKQK5WM6,"4 Adet İç İçe Geçen, Fermuarlı, Takı, Makyaj Çantası Seti, Organize Çanta, Küçük Özel, Kişisel Eşya 4 lü Çanta Seti",298.9,,,,,None
B0GRS9Z3NL,"MYPOLO Bilbao Kırılmaz PP Şifreli Makyaj Çantası, Valiz Üstü, Omuz Askılı, Kozmetik ve Seyahat El Valizi (Kemik)",1249.9,,4.0,1.0,,None
B0BTMKDN6X,"ATA HOME Makyaj,Takı Ve Bakım Ürünleri Organizeri Rafı Standı Büyük boy Makyaj Organizeri İki Katlı Çok Amaçlı Düzenleyici Saklama Seti",472.39,,4.4,34.0,,None
B0CWJ66SSW,"Pastel Nude Ruj - Nude Ruj 528, 4,3 G",348.0,,5.0,2.0,,None
B004SBLR4U,Vichy Dercos Energisant Dökülme Karşıtı Bakım Şampuanı,3336.4,1334.56,4.4,8.0,600.0,None
B0BVHZJQGD,Saç Dökülmesine Karşı Geliştirilmiş Patentli İçeriğe Sahip Serum. Procapil + Biotin + Apigenin – Erkek ve Kadınlar İçin Yeni Saç Oluşumunu Destekler – 50 ml,918.0,459.0,3.6,8.0,,None
B0D1565X13,Golden Rose Ice Color Nail Lacquer No: 228 - Parlak Bitişli Mini Oje 6 ml,96.47,96.47,4.2,4.0,,None
B0GYVBH2B7,Flormar Hero Volume&Curl İnce ve Seyrek Kirpikler için Hacim ve Kıvrım Veren Kıl Fırçalı Maskara No. 000-8682536022804 (3 paketi),4184.9,1255.47,4.1,58.0,,None
B0842TVY4H,"Pierre Cardin Color Travel Nails -105, 150 Gr",79.99,79.99,4.2,3.0,,None
B0FKBP3V9M,"Aputue Makyaj Fırçası Seti, 8 Parça Seyahat Kozmetik Fırça Seti PU Çantalı, Mini Boy Taşınabilir Yumuşak Fondöten Allık Göz Farı Yüz ve Dudak Fırçaları, Kızlar ve Kadınlar İçin (Fildişi Rengi)",590.0,,,,,None
B0G4DMGY6T,URBAN Care Hacimlendirici Kuru Şampuan It's So High 200 ml- Vegan (2 paketi),875.0,350.0,4.1,234.0,,None
B0CZY3STQC,Golden Rose Keratin Nail Color Glitter No: 409 - Keratin İçerikli Güçlendirici Parlak Oje,168.39,168.39,,,,None
B0C5L4CMDR,"DIAROSSA® W033, NARCISIM FOR HER 'dan esinlenilmiş koku ikizi, 50ml EDP Kadın Parfümü",1039.9,519.95,5.0,2.0,,None
B07L7R41YP,Golden Rose Color Expert Nail Lacquer No: 77 - Geniş Fırçalı Oje 10.2 ml,99.0,99.0,4.4,3.0,,None
B0GYVGWKML,"Urban Care Expert No.6 Biotin Caffeine Dökülme Karşıtı Saç Bakım Serumu, 50 Mililitre, Vegan (3 paketi)",710.88,1066.32,4.4,35.0,,None
B076PP4XRT,Golden Rose Wow Nail Color No: 91 - Parlak Bitişli Mini Oje 6 ml,33.0,33.0,1.0,1.0,,None
B08BC569DV,"MineVital Cherry - Nefes Alan Oje, Breathable, Water Permeable 15 ml (04)",4066.67,610.0,3.6,3.0,,None
B00S6ZHKZE,Golden Rose Color Expert Nail Lacquer No: 13 - Geniş Fırçalı Oje 10.2 ml,99.0,99.0,5.0,1.0,,None
B0H15T66QD,"Çok Bölmeli Tasarımlı Asılı Tuvalet Çantası, Kuru ve Islak Ayırma için Su Geçirmez Seyahat Kozmetik Düzenleyici, Kancalı Katlanabilir Banyo Saklama Kutusu (Koyu Mavi)",611.16,,,,,None
B0GWKBDBMY,Garnier Hydra Bomb Kağıt Maske (6 paketi),447.34,858.9,4.5,36.0,,None
B0GYV54NQV,Nascita Magical Curl Saç Fırçası - 53 (3 paketi),1019.1,,4.7,28.0,,None
B0F5QC3F9J,The Purest Solutions Exfoliating Salicylic Acid Cleanser Temizleyici 400 ml 2li paket,1128.93,903.14,4.2,43.0,,None
B012F4Y2YS,L'ORÉAL PARIS True Match Pudra - 6.5.D/6.5.W Golden Toffee,850.0,850.0,4.3,119.0,,None
B07Q7L7NXD,Golden Rose Soft Color Matte Mono Eyeshadow No:11 1 Paket,499.9,,4.5,3.0,,None
B085PKR2RK,Nascita Pro Faux Takma Kirpik,139.95,139.95,2.9,2.0,,None
B07VQW6213,Golden Rose Wow Nail Color No: 98 - Parlak Bitişli Mini Oje 6 ml,103.03,103.03,5.0,1.0,,None
B0GYV86VRK,L'Oreal Paris Yaş Uzmanı 40+ Kırışıklık Karşıtı Sıkılaştırıcı Krem (3 paketi),544.0,816.0,4.4,225.0,,None
B0GYV8Y77W,Nascita Magical Curl Saç Fırçası - 54 (3 paketi),1065.3,,4.5,82.0,,None
B0FCXV4P7N,"CLASYCARE Onarıcı Gözenek Sıkılaştırıcı Yüz Temizleme Jeli – Hassas ve Karma Ciltler İçin Nazik Nemlendirici Yüz Temizleyici, Günlük Yüz Yıkama ve Makyaj Temizleyici, 200 ml",287.35,287.35,3.7,3.0,,None
B0C94WV1JP,Mood Booster Hafif Yapılı & Kremsi Dokulu Likit Aydınlatıcı,7475.0,299.0,4.1,31.0,,None
B0GYVB71FS,Nascita Magical Curl Pembe Saç Fırçası - 58 (3 paketi),960.96,,3.5,12.0,,None
B0DGQLWLBG,"Illusione Ambre EDP Kadın Parfüm 50ml | Amber-Paçuli-Gül | Bergamot, Sedir, Karanfil, Vetiver",1438.8,719.4,5.0,2.0,,None
B07JN1HM85,"Mecitefendi Zeytin Şampuanı, 400 Ml",664.75,265.9,3.6,4.0,,None
B0FBGMWPJW,Maybelline New York Super Stay Teddy Tint Uzun Süre Kalıcı Likit Mat Tint 25 Baby Tee (2 paketi),503.96,1007.92,4.1,288.0,,None
B0DSPYJ7TD,"Maybelline New York The Colossal Big Shot Daring Black Maskara, Ekstra Siyah (2 paketi)",656.02,1312.04,4.3,1.0,,None
B0GYTVBSGF,The Purest Solutions Hassas Ciltler İçin Arındırıcı ve Aydınlatıcı PHA Pembe Tonik (3 paketi),1499.5,899.7,4.6,15.0,,None
B0D1RDLH2R,L'Oreal Paris Glow Paradise Balm-in-Lipstick Işıltı Veren Ruj - 191 Nude Heaven (2 paketi),569.95,1139.9,4.4,236.0,,None
B07P5JMKBB,Maybelline New York Super Stay Matte Ink Likit Mat Ruj - 15 Lover (Pembe),899.0,,4.4,954.0,,None
B0GYV743W2,"NIVEA Yaşlanma Karşıtı Yüz Kremi 100 ml, 24 Saat Nemlendirici Yüz Kremi, UV Koruması (3 paketi)",2450.0,735.0,4.6,295.0,,None
B0DGQN865M,"ILLUSIONE Ambre EDP Kadın Seyahat Boy Parfüm 10ml | Amber-Paçuli-Gül | Bergamot, Sedir, Karanfil, Vetiver",1995.0,199.5,,,,None
B0CZF6S63J,Maybelline New York Lifter Gloss Nemlendirici Dudak Parlatıcısı - 004 Silk (2 paketi),451.14,902.28,4.5,5.0,,None
B0GWXD7NZT,Lüks Hakiki Deri Makyaj Çantası - Geniş İç Hacimli Fonksiyonel Kozmetik Düzenleyici ve Seyahat Çantası - Şık El Yapımı Organizer,949.9,,,,,None
B011POKOJQ,Golden Rose Matte Lipstick Crayon No: 15 - Besleyici Nemlendirici Mat Kalem Ruj,176.9,176.9,3.8,19.0,,None
B01G0L0OZ8,Golden Rose Longstay Liquid Matte Lipstick No: 05 - Bulaşmayan Kalıcı Likit Mat Ruj,243.0,243.0,4.4,903.0,,None
B0H2DX1QRZ,"Turuncu Çiçek Desenli Makyaj Çantası, Mavi Zemin Üzerine Kozmetik Organizatör, Fermuarlı Seyahat Çantası (Mor)",499.99,,,,,None
B09SFDR6JP,Note Cosmetics Drop Highlighter 01 Pearl Rose Işıltılı Likit Aydınlatıcı,239.9,239.9,4.4,44.0,,None
B01C7FBE9G,Golden Rose Matte Lipstick Crayon No: 20 - Besleyici Nemlendirici Mat Kalem Ruj,144.9,144.9,4.2,128.0,,None
B0BT9WD1GH,Angel Edt 100 ml Kadın Parfüm,39999.0,399.99,,,,None
B0BSXQMQHX,Noire Edt. 100 Ml Kadın Spray Parfüm,39999.0,399.99,,,,None
B0BT9THZYT,Love Edt 100 ml Kadın Parfüm,39999.0,399.99,,,,None
B0GXQXGBYT,"4 Parça Şeffaf Makyaj ve Banyo Çantası Seti - Mavi Banyo Lifi, Sırt Kesesi ve Mikrofiber El Havlusu - Su Geçirmez Seyahat Tipi Kozmetik Organizeri",67.73,270.9,,,,None
B00MY564PE,Vaseline Lip Therapy Rose Dudak Bakım Kremi 20 g,225.0,,4.5,6.0,,None
B000WQWV1S,VASELINE LIP BALM THERAPY JEL ALOE VERA 20GR,1195.0,239.0,4.6,2.0,,None
B004M9Q8HE,Vaseline Lip Therapy Dudak Koruyucu Cocoa 20 gr,228.0,,4.7,7.0,,None
